Restaurant Name,Revenue,Orders,Weighted_Rating,Last_Order,City,State,Revenue_Share,Recency_Days,Rev_N,Rating_N,Orders_N,Recency_N,Health_Score,Health_Tier
Laduram Nanagram Mawawala,36699.1,244,4.545893343713508,2025-08-30,Jaipur,Rajasthan,0.06922725018738536,2,0.008613268098191882,0.8087781774955354,0.0179614162170153,0.9947368421052631,34.914472794186665,At Risk
Kori's,44947.0,109,4.552427184466022,2025-08-30,Aizawl,Mizoram,0.08478565453028576,2,0.010555398274906915,0.8127359718551195,0.0079828516520068,0.9947368421052631,34.91132054074263,At Risk
Aryan Family's Delight,11110.0,40,4.580833756990341,2025-08-28,Lucknow,Uttar Pradesh,0.020957319105423606,4,0.0025878115207626433,0.8299429067606883,0.0028826964298913444,0.9842105263157894,34.901558855406876,At Risk
Keventers - Milkshakes & Desserts,33283.14,147,4.552052785923753,2025-08-30,Kolkata,West Bengal,0.0627835630792519,2,0.007808913171671013,0.8125091845037051,0.010791632788824007,0.9947368421052631,34.850833138807104,At Risk
Oudh 1590,44084.0,105,4.552047224315499,2025-08-29,Kolkata,West Bengal,0.08315773676359084,3,0.010352187961675054,0.812505815627325,0.0076871904797102516,0.9894736842105263,34.83774263898622,At Risk
Neelkanth Sweets,148640.7,294,4.474878843951009,2025-08-31,Lucknow,Uttar Pradesh,0.28038799117493596,1,0.03497211815575362,0.7657620102434413,0.02165718087072215,1.0,34.80488865094783,At Risk
Veg Sizzel's,147027.0,525,4.455803035265858,2025-08-31,Mumbai,Maharashtra,0.2773439924494254,1,0.03459214077167221,0.7542070717504052,0.038731613570847805,1.0,34.784530054796,At Risk
Mustard Cafe - Hotel Astoria,41660.0,83,4.557869012707721,2025-08-27,Panaji,Goa,0.07858523077695295,5,0.009781409515239325,0.8160322929527122,0.006061054032079237,0.9789473684210527,34.78291993404305,At Risk
Aromas Cafe & Bistro,255038.02,676,4.3868990384615385,2025-08-31,Mumbai,Maharashtra,0.481090294253412,1,0.06002545850828042,0.7124693159289159,0.0498928228250425,1.0,34.77295427469954,At Risk
Bombay Mishthan Bhandar (Bmb) - Durapura,54361.0,242,4.528605089538172,2025-08-30,Jaipur,Rajasthan,0.10254372852294624,2,0.012772109617623888,0.7983060283486698,0.017813585630867025,0.9947368421052631,34.76370536883502,At Risk
Krav,15423.0,51,4.579965357967667,2025-08-24,Srinagar,Jammu and Kashmir,0.029093135244189765,8,0.0036033921476097117,0.8294168846423062,0.003695764653706852,0.9631578947368421,34.732136465616136,At Risk
French Loaf Bakery & Cafe,6247.37,57,4.570345596432554,2025-08-28,Kolkata,West Bengal,0.01178470987035556,4,0.001442809706822147,0.823589831399608,0.004139256412151674,0.9842105263157894,34.69029772166205,At Risk
Radhey Lal Premium Sweets,19575.0,60,4.554264018691589,2025-08-31,Lucknow,Uttar Pradesh,0.036925249458925925,1,0.004581062159821402,0.8138486117881696,0.0043610022913740856,1.0,34.68592088586543,At Risk
Sandy's Chocolate Laboratory,58045.0,138,4.538161668839636,2025-08-27,Chennai,Tamil Nadu,0.10949303217590578,5,0.013639579830771256,0.8040948097238045,0.010126395151156774,0.9789473684210527,34.66042907217865,At Risk
Classic Radhey Sweets,97955.0,108,4.5145418558621495,2025-08-28,Lucknow,Uttar Pradesh,0.18477715508296752,4,0.02303717380653441,0.7897873960420809,0.007908936358932663,0.9842105263157894,34.615392823860354,At Risk
Poetry By Love & Cheesecake,66372.0,170,4.519026149684401,2025-08-30,Mumbai,Maharashtra,0.12520064659452523,2,0.015600335657285407,0.7925037023416484,0.01249168452952916,0.9947368421052631,34.59632660818408,At Risk
Shiv Sagar,42987.0,243,4.52028966072147,2025-08-31,Bengaluru,Karnataka,0.0810884137160076,1,0.010093877748911028,0.7932690587445972,0.01788750092394116,1.0,34.55957689077318,At Risk
Burgrill - OG's of Grilled Burger,19728.92,77,4.5455172413793115,2025-08-31,Chandigarh,Punjab,0.037215596043688015,1,0.0046173056492914465,0.8085503580929374,0.005617562273634415,1.0,34.55355421423247,At Risk
The Brooklyn Creamery - Healthy Ice Cream,15535.62,72,4.550081037277148,2025-08-30,Kolkata,West Bengal,0.02930557568322242,2,0.0036299107402819855,0.8113148218053108,0.0052479858082637295,0.9947368421052631,34.53696922098851,At Risk
Nom Nom: Asian Bar & Eatery,14790.0,28,4.608641975308641,2025-08-11,Mumbai,Maharashtra,0.027899077368966258,21,0.00345433985528553,0.8467873959025307,0.0019957129130017,0.8947368421052632,34.52907815060001,At Risk
Nini's Kitchen,80321.0,239,4.499185463659148,2025-08-31,Ahmedabad,Gujarat,0.1515133058385895,1,0.018884901890508163,0.7804854487270636,0.017591839751644613,1.0,34.52179633246513,At Risk
Yumburgs,4252.0,25,4.608035714285714,2025-08-13,Srinagar,Jammu and Kashmir,0.00802074895015852,19,0.0009729606190892849,0.8464201606808803,0.0017739670337792888,0.9052631578947369,34.519634164812935,At Risk
Idleewala,12915.0,86,4.563621480026195,2025-08-25,Kolkata,West Bengal,0.02436217607979711,7,0.0030128342500598745,0.8195167798830045,0.006282799911301648,0.968421052631579,34.515883291034356,At Risk
Takeout,14326.0,95,4.547598253275111,2025-08-30,Chandigarh,Punjab,0.02702381219660653,2,0.0033450819348456876,0.8098109056721317,0.006948037548968881,0.9947368421052631,34.514459619589786,At Risk
Ovenly by Khurana's,25330.0,91,4.553286534779834,2025-08-26,Indore,Madhya Pradesh,0.04778117848248244,6,0.005936190030794016,0.8132565128284517,0.006652376376672333,0.9736842105263158,34.50503261888191,At Risk
"WeFit - Protein Bowls, Salads & Sandwiches",45925.0,178,4.520703933747412,2025-08-31,Bengaluru,Karnataka,0.08663050224271639,1,0.010785687598592617,0.7935199995782511,0.013083006874122255,1.0,34.49868762877368,At Risk
Chandimata Mistanna Bhander,7889.0,106,4.545121951219513,2025-08-31,Kolkata,West Bengal,0.01488139427746956,1,0.0018293637583989967,0.8083109158989648,0.007761105772784389,1.0,34.47772414276059,At Risk
Mr. Brown - Danbro,100218.53,105,4.496564885496183,2025-08-31,Lucknow,Uttar Pradesh,0.18904695890967316,1,0.02357016643725251,0.7788980654612194,0.0076871904797102516,1.0,34.46349243092089,At Risk
Chhabra's Pure Veg,10476.0,60,4.548187096067477,2025-08-30,Jaipur,Rajasthan,0.019761374882845874,2,0.0024385237587823414,0.8101675900130245,0.0043610022913740856,0.9947368421052631,34.43715711762214,At Risk
Desi Choka,5282.0,24,4.565135135135136,2025-08-26,Aizawl,Mizoram,0.009963686725008773,6,0.0012154943648932449,0.8204336580071332,0.001700051740705152,0.9736842105263158,34.432472654886986,At Risk
Saudagar,40015.0,151,4.52177033492823,2025-08-31,Panaji,Goa,0.07548218937925523,1,0.00939406193092135,0.7941659590894119,0.011087293961120554,1.0,34.42248712914162,At Risk
EatFit,153815.0,502,4.4421013253527155,2025-08-28,Bengaluru,Karnataka,0.29014851828989485,4,0.03619050879741714,0.7459074280546161,0.037031561830142654,0.9842105263157894,34.407579693295915,At Risk
The Paul Bakery,3232.0,13,4.577142857142857,2025-08-22,Ahmedabad,Gujarat,0.0060966746488505036,10,0.0007327815698465283,0.8277071891863752,0.0008869835168896444,0.9526315789473684,34.404582398196595,At Risk
Sherowali Restaurant And Cafe,8574.0,59,4.5438946528332,2025-08-31,Agartala,Tripura,0.01617354221511269,1,0.0019906604728414366,0.8075674948676199,0.004287086998299948,1.0,34.39239300490826,At Risk
Third Wave Coffee,72804.4,230,4.502265575833858,2025-08-29,New Delhi,Delhi,0.13733438731583278,3,0.017114970673313943,0.782351189116782,0.01692660211397738,0.9894736842105263,34.388403384820826,At Risk
Theth Masala,21456.0,72,4.540348722986248,2025-08-29,Hyderabad,Telangana,0.04047346883222042,3,0.005023980582983781,0.8054195911033069,0.0052479858082637295,0.9894736842105263,34.363243514689096,At Risk
Bakingo-Cakes & Desserts,21029.0,31,4.573566878980894,2025-08-18,Mumbai,Maharashtra,0.039667998511966965,14,0.004923435039820391,0.825541084021665,0.0022174587922241112,0.9315789473684211,34.323308571771456,At Risk
Baker's Estate,43411.0,76,4.534980988593157,2025-08-26,Shimla,Himachal Pradesh,0.0818882249941984,6,0.010193716883106059,0.8021681514509789,0.005543646980560278,0.9736842105263158,34.32050826372797,At Risk
Aubree,33536.44,57,4.529568603954464,2025-08-30,Bengaluru,Karnataka,0.06326137486407674,2,0.0078685576355663,0.7988896654568602,0.004139256412151674,0.9947368421052631,34.31158581842413,At Risk
Dmb(Doodh Misthan Bhandar),17189.24,103,4.543324581874757,2025-08-26,Jaipur,Rajasthan,0.032424877395113565,6,0.004019288073035718,0.8072221813362153,0.007539359893561978,0.9736842105263158,34.265066266142284,At Risk
Gwalia Sweets & Fast Food,78023.0,330,4.481677386158991,2025-08-30,Ahmedabad,Gujarat,0.14717847961858377,2,0.0183437926207436,0.7698801442818004,0.02431813142139108,0.9947368421052631,34.263887082764214,At Risk
Anandji Sweets,11530.0,55,4.540193386653933,2025-08-29,Jaipur,Rajasthan,0.021749584994197494,3,0.00268670877633319,0.8053254980142404,0.0039914258260034,0.9894736842105263,34.24179865010586,At Risk
Delly Belly,26610.0,145,4.5183783783783795,2025-08-31,Bhubaneswar,Odisha,0.050195703095888576,1,0.006237591190628063,0.7921113227722065,0.010643802202675733,1.0,34.22571937484483,At Risk
Chopstyx,36136.0,138,4.513230769230769,2025-08-31,Aizawl,Mizoram,0.06816504799222209,1,0.008480675134830515,0.7889932213030337,0.010126395151156774,1.0,34.21155154750737,At Risk
Hindusthan Sweets,7255.0,52,4.537683715461494,2025-08-30,Kolkata,West Bengal,0.01368545005489183,2,0.0016800759964186948,0.8038052952933485,0.003769679946780989,0.9947368421052631,34.20412391864546,At Risk
Haldiram's Restaurant,10958.0,63,4.5376744186046505,2025-08-29,Raipur,Chhattisgarh,0.020670594307581627,3,0.0025520201330323502,0.8037996638356852,0.004582748170596496,0.9894736842105263,34.20246252590904,At Risk
Bikanervala,226711.63999999998,925,4.348385600296901,2025-08-31,New Delhi,Delhi,0.4276569022856812,1,0.05335545555054607,0.6891402704088612,0.06829773080050261,1.0,34.17438095029773,At Risk
Food moments,4560.0,19,4.536453201970444,2025-08-31,Kohima,Nagaland,0.008601743935259374,1,0.0010454852731743526,0.8030599267515153,0.0013304752753344668,1.0,34.16022671897912,At Risk
Hotel Al Reem,2799.0,8,4.607454545454545,2025-08-07,Kochi,Kerala,0.005279886244471708,25,0.0006308232087464168,0.8460681247484034,0.0005174070515189592,0.8736842105263158,34.1544669170955,At Risk
Bombay Misthan Bhandar,90141.55,287,4.472071702244116,2025-08-30,Jaipur,Rajasthan,0.17003827434810956,2,0.021197343421920867,0.7640616183858926,0.02113977381920319,0.9947368421052631,34.139906185890304,At Risk
Daya Hari Mithai,27074.0,227,4.50917176209005,2025-08-30,Agartala,Tripura,0.05107096826824831,2,0.006346849111067906,0.7865345272246898,0.01670485623475497,0.9947368421052631,34.131375326931135,At Risk
Krispy Kreme - Doughnuts & Coffee,9934.0,23,4.533333333333335,2025-08-30,New Delhi,Delhi,0.018738974616856714,2,0.002310899205165112,0.801170104369505,0.001626136447631015,0.9947368421052631,34.107430249297,At Risk
Kudil Restaurant,4494.0,20,4.538020578147966,2025-08-29,Kochi,Kerala,0.008477245009880618,3,0.0010299442758704093,0.8040093457578417,0.0014043905684086038,0.9894736842105263,34.084302797243495,At Risk
Paris Panini - Gourmet Sandwiches & Wraps,8760.0,34,4.568505607759928,2025-08-17,Bengaluru,Karnataka,0.016524402822998267,15,0.002034457828879821,0.8224752806987179,0.002439204671446522,0.9263157894736842,34.0675787222825,At Risk
Sri Varalakshmi Pure Veg Tiffins,7080.0,73,4.537123287671234,2025-08-27,Hyderabad,Telangana,0.013355339267902711,5,0.0016388688065976337,0.8034658229934775,0.0053219011013378665,0.9789473684210527,34.06544114830552,At Risk
VIP Sweets Pvt. Ltd.,18937.0,108,4.518187619655391,2025-08-30,Kolkata,West Bengal,0.03572175984693131,2,0.00443083251921662,0.7919957730019438,0.007908936358932663,0.9947368421052631,34.042653639058265,At Risk
LunchBox  Meals and Thalis,182867.5,765,4.376838202043953,2025-08-31,Bengaluru,Karnataka,0.34495162479847447,1,0.043031490981853604,0.7063750869548024,0.056471283908640695,1.0,34.04193792609103,At Risk
Vishal Vaishno Dhaba,11413.0,78,4.540604815032296,2025-08-24,Srinagar,Jammu and Kashmir,0.02152888235375334,8,0.002659158826567109,0.8055747157373125,0.005691477566708552,0.9631578947368421,34.01901632388466,At Risk
Devi Fast Food,7870.0,51,4.529957182932231,2025-08-29,Agartala,Tripura,0.014845553677739312,3,0.0018248898349327099,0.7991250424341563,0.003695764653706852,0.9894736842105263,34.015399001601395,At Risk
Baba Au Rhum Badem,39695.0,85,4.519147344801794,2025-08-26,Panaji,Goa,0.07487855822590368,6,0.009318711640962837,0.7925771148061074,0.006208884618227511,0.9736842105263158,34.01108170744944,At Risk
Food Zilla,900.0,5,4.748351648351648,2025-06-17,Imphal,Manipur,0.001697712618801192,76,0.00018366633177387272,0.9314148266730422,0.00029566117229654814,0.605263157894737,34.00833625585552,At Risk
Tan-Sukh By Kanha,83926.0,315,4.462823368168579,2025-08-31,Jaipur,Rajasthan,0.1583135880505654,1,0.019733770000822024,0.7584595527974982,0.023209402025279026,1.0,34.00732542446341,At Risk
Rahmaniya Kethel's Chicken,1452.0,11,4.575097903708823,2025-08-15,Kochi,Kerala,0.00273897635833259,17,0.00031364558195230577,0.8264684835806837,0.0007391529307413703,0.9157894736842105,33.979278126155535,At Risk
Popeyes,44003.93,113,4.495637860082305,2025-08-31,Chennai,Tamil Nadu,0.08300669693093815,1,0.010333333906309496,0.7783365311212793,0.008278512824303348,1.0,33.92899954637683,At Risk
Amrit Sweets Phase 5,19869.0,83,4.509996516893069,2025-08-31,Chandigarh,Punjab,0.037479835581067655,1,0.004650290238720786,0.7870341123892306,0.006061054032079237,1.0,33.91825606186734,At Risk
Giani,43668.12,199,4.499676113360323,2025-08-27,Bhubaneswar,Odisha,0.08237324262591636,5,0.010254260841087723,0.7807826538003728,0.014635228028679132,0.9789473684210527,33.9158282924388,At Risk
Gopal Mistanna Bhandar,33078.0,238,4.492835013800484,2025-08-30,Agartala,Tripura,0.062396597783006484,2,0.007760608926414485,0.7766387411650877,0.017517924458570474,0.9947368421052631,33.90731350223325,At Risk
Eleven Aizawl,6127.0,32,4.519856887298748,2025-08-31,Aizawl,Mizoram,0.011557650239327671,1,0.0014144662243149404,0.7930069115211942,0.002291374085298248,1.0,33.89261347631439,At Risk
Faasos' Signature Wraps & Rolls,211987.0,841,4.3462171052631575,2025-08-31,Hyderabad,Telangana,0.399881116579787,1,0.04988824963325012,0.6878267309856616,0.06208884618227511,1.0,33.87210883854536,At Risk
The Hazelnut Factory,3488.17,20,4.520355411954766,2025-08-30,Lucknow,Uttar Pradesh,0.00657990025058195,2,0.0007931018316548783,0.793308886752369,0.0014043905684086038,0.9947368421052631,33.80644690825807,At Risk
Navtara Veg Restaurant,1720.0,20,4.548484848484848,2025-08-20,Panaji,Goa,0.0032445174492645003,12,0.0003767514497925595,0.8103479499089352,0.0014043905684086038,0.9421052631578948,33.77464899820688,At Risk
Urban Biryani,5631.0,37,4.514814814814816,2025-08-30,Ranchi,Jharkhand,0.010622021951632792,2,0.001297673274879247,0.7899527375990885,0.0026609505506689332,0.9947368421052631,33.751076491033835,At Risk
Mahalaxmi Sweets & Restaurant,94324.0,340,4.443838004559474,2025-08-30,Lucknow,Uttar Pradesh,0.17792782783978184,2,0.022182183485161423,0.7469594003063538,0.025057284352132454,0.9947368421052631,33.74458345669235,At Risk
Lamee,88853.0,249,4.452417452830189,2025-08-30,Shillong,Meghalaya,0.1676076214648248,2,0.02089392899652699,0.7521562964751367,0.018330992682385982,0.9947368421052631,33.714434328815535,At Risk
DragonWok Restaurant,32015.0,162,4.486021126760563,2025-08-31,Shillong,Meghalaya,0.06039141054546685,1,0.007510304681958553,0.7725113121819027,0.011900362184936062,1.0,33.71375879643415,At Risk
Jay Bhavani Vadapav,19503.0,188,4.490336879432625,2025-08-31,Ahmedabad,Gujarat,0.03678943244942184,1,0.004564108344580738,0.7751255267350006,0.013822159804863626,1.0,33.71277333193052,At Risk
Sherawat Juice And Ice Cream Parlour,870.0,22,4.56171875,2025-08-14,Jaipur,Rajasthan,0.0016411221981744858,18,0.00017660224209026227,0.8183642243722828,0.0015522211545568776,0.9105263157894736,33.69429840183797,At Risk
Haldiram's Sweets and Namkeen,39917.96,233,4.477754237288136,2025-08-30,Mumbai,Maharashtra,0.07529913823200136,2,0.00937121195549143,0.7675037446937165,0.01714834799319979,0.9947368421052631,33.69029619994778,At Risk
PINK CITY FOOD CORNER,15098.0,124,4.501481481481483,2025-08-29,Jaipur,Rajasthan,0.02848007235406711,3,0.003526864509370598,0.7818762335243892,0.009091581048118856,0.9894736842105263,33.67393004917414,At Risk
HRX by EatFit,151678.0,468,4.396514552641035,2025-08-31,Bengaluru,Karnataka,0.28611739399391917,1,0.03568731014228796,0.7182937963877438,0.034518441865621995,1.0,33.66667513463628,At Risk
Kalsang Friends Corner,158998.95,345,4.402036949313121,2025-08-31,Dehradun,Uttarakhand,0.299927248656822,1,0.03741117172126223,0.7216389208295597,0.025426860817503137,1.0,33.65415171008734,At Risk
Long Jhon Silver's,34407.0,180,4.487805960215929,2025-08-28,Shillong,Meghalaya,0.06490355341676957,4,0.008073548099398429,0.773592453282522,0.013230837460270529,0.9842105263157894,33.6374375348149,At Risk
Shree Agarwal Caterers,38337.5,266,4.469485205677171,2025-08-31,Jaipur,Rajasthan,0.07231784169254522,1,0.008999061582779463,0.762494879631233,0.01958755266464631,1.0,33.62655990554109,At Risk
Jonas Cafe,18770.0,114,4.49766355140187,2025-08-29,Aizawl,Mizoram,0.03540673983877597,3,0.0043915090866445215,0.7795635689360205,0.008352428117377485,0.9894736842105263,33.62435283599921,At Risk
Bambusa Express,10850.0,48,4.526420620972466,2025-08-22,Kohima,Nagaland,0.02046686879332548,10,0.002526589410171352,0.7969828131532712,0.0034740187744844407,0.9526315789473684,33.606344135968364,At Risk
Gita Samosa Centre,30065.0,205,4.479624038180579,2025-08-30,Ahmedabad,Gujarat,0.05671303320473094,2,0.007051138852523871,0.7686363537832186,0.015078719787123955,0.9947368421052631,33.590078984392626,At Risk
Baba Tourist Lodge,17899.0,82,4.492767378504262,2025-08-31,Shillong,Meghalaya,0.033763731293247265,1,0.004186415016163697,0.7765977719091732,0.0059871387390051,1.0,33.58513253270184,At Risk
Kim Pou Restaurent,56900.0,195,4.4711261538461535,2025-08-28,Shillong,Meghalaya,0.10733316445531982,4,0.013369967074513456,0.7634888639742199,0.014339566856382584,0.9842105263157894,33.56836120249268,At Risk
Biggies Burger,467.0,3,4.7,2025-06-25,Bhubaneswar,Odisha,0.0008809242144223963,68,8.170797067376135e-05,0.9021264053032518,0.00014783058614827407,0.6473684210526316,33.54370130017379,At Risk
Chiyang,6480.0,20,4.541825726141079,2025-08-17,Kochi,Kerala,0.012223530855368583,15,0.0014975870129254238,0.8063142677531823,0.0014043905684086038,0.9263157894736842,33.5405772192175,At Risk
Varalakshmi Tiffins,16545.0,125,4.486226572647986,2025-08-31,Hyderabad,Telangana,0.031209616975628584,1,0.003867589101776744,0.7726357585229207,0.009165496341192993,1.0,33.51708624658255,At Risk
Appetizer,638.0,14,4.502857142857144,2025-08-31,Bhubaneswar,Odisha,0.0012034896119946228,1,0.00012197328187034113,0.7827095236273336,0.0009608988099637814,1.0,33.5053826162941,At Risk
